Sample in Buffer,Sample in Window,TRIGGER,design_1_i/design_1_wrapper_0_bram_addr_0[31:0],design_1_i/fft_module_0_bram_addr[31:0],design_1_i/design_1_wrapper_0_fft_last_0,design_1_i/design_1_wrapper_0_fft_last_1,design_1_i/design_1_wrapper_0_fft_out_0[63:0],design_1_i/design_1_wrapper_0_fft_out_1[63:0],design_1_i/design_1_wrapper_0_fft_valid_0,design_1_i/design_1_wrapper_0_fft_valid_1,design_1_i/design_1_wrapper_0_tdata_0[31:0],design_1_i/design_1_wrapper_0_tdata_1[31:0],design_1_i/design_1_wrapper_0_tdata_valid_0,design_1_i/design_1_wrapper_0_tdata_valid_1,design_1_i/adc_buffer_0_Q1[13:0],design_1_i/adc_buffer_0_Q2[13:0],design_1_i/design_1_wrapper_0_event_data_in_channel_halt_0,design_1_i/design_1_wrapper_0_event_frame_started_0,design_1_i/design_1_wrapper_0_event_tlast_missing_0,design_1_i/design_1_wrapper_0_event_tlast_unexpected_0
Radix - UNSIGNED,UNSIGNED,UNSIGNED,HEX,HEX,HEX,HEX,HEX,HEX,HEX,HEX,HEX,HEX,HEX,HEX,HEX,HEX,HEX,HEX,HEX,HEX
617,617,0,000012d0,000012a8,0,0,c23e6608c1b2ad30,428d09ce41a66eb0,1,1,43cc8000,c0000000,1,1,0172,00fd,0,0,0,0
618,618,0,000012d8,000012b0,0,0,c2c5fbfcc1cada10,418d5458c25451f0,1,1,43b90000,c3980000,1,1,0064,3ff2,0,0,0,0
619,619,0,000012e0,000012b8,0,0,c28a650a4296ec3c,c29a497abf9129c0,1,1,42c80000,c3cc0000,1,1,3f37,3ec9,0,0,0,0
620,620,0,000012e8,000012c0,0,0,41318fd0c1a7d0a0,c2b49a44c266ef5c,1,1,c3490000,c3770000,1,1,3ed7,3e68,0,0,0,0
621,621,0,000012f0,000012c8,0,0,c1b175fc4168de68,4294eca9c293fda3,1,1,c3948000,42820000,1,1,3f81,3f0f,0,0,0,0
622,622,0,000012f8,000012d0,0,0,41e9abd4421a3de4,c24f9f64423ced8a,1,1,c2fe0000,43920000,1,1,00c6,0051,0,0,0,0
623,623,0,00001300,000012d8,0,0,c225bfa2c2871416,4289f07d42822029,1,1,43460000,437d0000,1,1,019b,0125,0,0,0,0
624,624,0,00001308,000012e0,0,0,c201f158c2a82507,424b9386c218f69a,1,1,43cd8000,c1600000,1,1,016b,00f9,0,0,0,0
625,625,0,00001310,000012e8,0,0,c2122520c03b16a0,40cc3aa0421529dc,1,1,43b58000,c39b8000,1,1,0057,3fe4,0,0,0,0
626,626,0,00001318,000012f0,0,0,c28032bac2e28105,4241cb46424c9b00,1,1,42ae0000,c3cc0000,1,1,3f33,3ec2,0,0,0,0
627,627,0,00001320,000012f8,0,0,420b7e4cc23e049a,c0d13e60c24069d6,1,1,c34d0000,c3710000,1,1,3ed9,3e65,0,0,0,0
628,628,0,00001328,00001300,0,0,42e3a9eb4272cf98,c2af92c5c237e08c,1,1,c3938000,42a20000,1,1,3f8f,3f1a,0,0,0,0
629,629,0,00001330,00001308,0,0,c16d83e8427a68e0,c2be91a241e47974,1,1,c2e20000,43928000,1,1,00d1,0059,0,0,0,0
630,630,0,00001338,00001310,0,0,419ffbbc42c3421d,c10bad60c25a1f92,1,1,43510000,43790000,1,1,019e,012a,0,0,0,0
631,631,0,00001340,00001318,0,0,c198eaacc16dee30,c21b4fa0c295cfe2,1,1,43cf0000,c1e00000,1,1,0166,00ef,0,0,0,0
632,632,0,00001348,00001320,0,0,4203438642388044,c2576a56c22defb2,1,1,43b30000,c39f0000,1,1,004d,3fd9,0,0,0,0
633,633,0,00001350,00001328,0,0,c1a0ba30c26805d4,c1a842d8c0c36b30,1,1,429a0000,c3cd8000,1,1,3f28,3ebd,0,0,0,0
634,634,0,00001358,00001330,0,0,c2259eaac1124d08,4292a35742372c8c,1,1,c3580000,c3660000,1,1,3ed7,3e67,0,0,0,0
635,635,0,00001360,00001338,0,0,c1012bc0426a570a,42d1d712c2139fd2,1,1,c3948000,42b20000,1,1,3f94,3f29,0,0,0,0
636,636,0,00001368,00001340,0,0,c23b24024107c768,c08df81041addc30,1,1,c2d80000,43950000,1,1,00d9,0064,0,0,0,0
637,637,0,00001370,00001348,0,0,c2216a384278f3ec,c2c305bec0cf26e0,1,1,43590000,436f0000,1,1,01a4,0127,0,0,0,0
638,638,0,00001378,00001350,0,0,c08685e0c141dac8,c178ce684272760e,1,1,43d20000,c21c0000,1,1,0161,00e9,0,0,0,0
639,639,0,00001380,00001358,0,0,416456e041b7c348,c1b286b4bf740c80,1,1,43b08000,c3a18000,1,1,0041,3fcd,0,0,0,0
640,640,0,00001388,00001360,0,0,428c7ec7428a6b2a,421b6c5042aaa7a7,1,1,42820000,c3cc8000,1,1,3f25,3eb1,0,0,0,0
641,641,0,00001390,00001368,0,0,424327ee42487008,c21ae526c2b30bc2,1,1,c35b0000,c3570000,1,1,3ed8,3e6c,0,0,0,0
642,642,0,00001398,00001370,0,0,c1be269c41a1a9fc,c1cfafb042831bf2,1,1,c3940000,42c80000,1,1,3fa5,3f30,0,0,0,0
643,643,0,000013a0,00001378,0,0,c0852a6041749d78,c1e73860c14d8128,1,1,c2b60000,43938000,1,1,00e2,006c,0,0,0,0
644,644,0,000013a8,00001380,0,0,42578670c26c0a7c,c18ed178c202a6d8,1,1,43620000,43690000,1,1,01a6,012d,0,0,0,0
645,645,0,000013b0,00001388,0,0,c1f3edb4c1d862bc,4189e9c4c2284af4,1,1,43d30000,c24c0000,1,1,015a,00e3,0,0,0,0
646,646,0,000013b8,00001390,0,0,41153a18c1fc8280,42127632422f5b3c,1,1,43ad0000,c3a78000,1,1,0036,3fc4,0,0,0,0
647,647,0,000013c0,00001398,0,0,41e0e4a4c092bc30,c0d895a04136f3d8,1,1,42580000,c3ca0000,1,1,3f20,3eaa,0,0,0,0
648,648,0,000013c8,000013a0,0,0,c2cbcf9341240d18,c275106a4220ce24,1,1,c3600000,c3500000,1,1,3edf,3e6c,0,0,0,0
649,649,0,000013d0,000013a8,0,0,c0a501903f9de4c0,c1ef08f8c1565158,1,1,c3908000,42d80000,1,1,3fae,3f3c,0,0,0,0
650,650,0,000013d8,000013b0,0,0,c21287b0c2ca3518,c1dc3cecc3033b87,1,1,c2a40000,43968000,1,1,00eb,0077,0,0,0,0
651,651,0,000013e0,000013b8,0,0,c19dfe2c42ddddc2,428eaf48c23c7f84,1,1,436b0000,43630000,1,1,01ab,0131,0,0,0,0
652,652,0,000013e8,000013c0,0,0,41d8c41041f2ce50,42af7d23c06e1260,1,1,43d58000,c2700000,1,1,0155,00da,0,0,0,0
653,653,0,000013f0,000013c8,0,0,420b46dcc1b4cebc,c0591a60c10ceec0,1,1,43aa8000,c3ab0000,1,1,002f,3fb6,0,0,0,0
654,654,0,000013f8,000013d0,0,0,c200aeaac2de3be8,411cfc1840723d80,1,1,423c0000,c3ca0000,1,1,3f17,3ea4,0,0,0,0
655,655,0,00001400,000013d8,0,0,c1978018421df9c2,c2c84471c25fdb78,1,1,c3690000,c3440000,1,1,3ee1,3e71,0,0,0,0
656,656,0,00001408,000013e0,0,0,3f375a80421564dc,c2091d4c42c05749,1,1,c38f8000,42ee0000,1,1,3fb5,3f42,0,0,0,0
657,657,0,00001410,000013e8,0,0,420cfb32c2b6d491,42890996419c9d90,1,1,c2960000,43988000,1,1,00f7,007e,0,0,0,0
658,658,0,00001418,000013f0,0,0,41d656304038caa0,c25a5c4e428da084,1,1,43770000,435a0000,1,1,01a5,0130,0,0,0,0
659,659,0,00001420,000013f8,0,0,c0bcd690c1fc2fcc,c157d658c203f8d8,1,1,43d28000,c2940000,1,1,014b,00d7,0,0,0,0
660,660,0,00001428,00001400,0,0,c1d1962442253dba,417e0f2040e5c430,1,1,43a58000,c3ae0000,1,1,0022,3fae,0,0,0,0
661,661,0,00001430,00001408,0,0,41e4e82cc2a1eac7,419e586441e00058,1,1,42080000,c3c78000,1,1,3f14,3e9d,0,0,0,0
662,662,0,00001438,00001410,0,0,c17a68c0423d6296,c266b4b43ff01bc0,1,1,c36c0000,c33e0000,1,1,3ee4,3e79,0,0,0,0
663,663,0,00001440,00001418,0,0,c0fe9e004277a982,41106dc8c29f449e,1,1,c38e0000,42fc0000,1,1,3fbd,3f4a,0,0,0,0
664,664,0,00001448,00001420,0,0,41fafe3440b98cc0,41ea0ff8419d098c,1,1,c2860000,43980000,1,1,00ff,008a,0,0,0,0
665,665,0,00001450,00001428,0,0,c004b560c1cb6ff4,40a87b1042977754,1,1,437f0000,43570000,1,1,01aa,0133,0,0,0,0
666,666,0,00001458,00001430,0,0,c225e374c1ff0474,c1f9f1f0c226a044,1,1,43d50000,c2a40000,1,1,0143,00ce,0,0,0,0
667,667,0,00001460,00001438,0,0,4166999842113692,418862744160bdd0,1,1,43a18000,c3b18000,1,1,001d,3fa2,0,0,0,0
668,668,0,00001468,00001440,0,0,c2bdf4d9c1cbe30c,c14e2f00c265045a,1,1,41e80000,c3c38000,1,1,3f0a,3e96,0,0,0,0
669,669,0,00001470,00001448,0,0,c1d3b1a84260d132,41f73c10424d46b2,1,1,c3760000,c3360000,1,1,3ee9,3e7a,0,0,0,0
670,670,0,00001478,00001450,0,0,c1c4756c3f1e5300,c2855422c157da48,1,1,c38b8000,430a0000,1,1,3fcd,3f5c,0,0,0,0
671,671,0,00001480,00001458,0,0,c0a1db90420080d0,420084b8c2063bb2,1,1,c24c0000,43998000,1,1,010b,008f,0,0,0,0
672,672,0,00001488,00001460,0,0,40a2d2804288ecfb,c10e6228418c327c,1,1,43858000,434e0000,1,1,01a8,0134,0,0,0,0
673,673,0,00001490,00001468,0,0,c1c8f3e8bfc48d40,409e11e0414f2668,1,1,43d40000,c2bc0000,1,1,0139,00c6,0,0,0,0
674,674,0,00001498,00001470,0,0,4198716442ce66e1,42860fdb409f5160,1,1,439c8000,c3b50000,1,1,0009,3f95,0,0,0,0
675,675,0,000014a0,00001478,0,0,4120a708426cec8e,4260d88440fb9520,1,1,41100000,c3c30000,1,1,3f00,3e92,0,0,0,0
676,676,0,000014a8,00001480,0,0,412b304041de0384,c2c247f0c24188c6,1,1,c3800000,c3240000,1,1,3eeb,3e7c,0,0,0,0
677,677,0,000014b0,00001488,0,0,40bd9da0c0c87bd0,41ec2480c26408a4,1,1,c38a8000,430f0000,1,1,3fd9,3f64,0,0,0,0
678,678,0,000014b8,00001490,0,0,c225ba8640cb0df0,c21388d6c126d110,1,1,c21c0000,439a0000,1,1,0114,00a0,0,0,0,0
679,679,0,000014c0,00001498,0,0,c1a872e0c1a0d794,4300636c426cdd7a,1,1,438a0000,43460000,1,1,01ad,0136,0,0,0,0
680,680,0,000014c8,000014a0,0,0,426c9f2ac2c6cfb3,42e012ba40f35970,1,1,43d68000,c2d60000,1,1,0132,00ba,0,0,0,0
681,681,0,000014d0,000014a8,0,0,c1591a5840e94790,40fffe30427b1196,1,1,43990000,c3b70000,1,1,3ffe,3f8e,0,0,0,0
682,682,0,000014d8,000014b0,0,0,c21eb2bcbe6edc00,c1e5a0ecc28ed0d2,1,1,c0000000,c3c20000,1,1,3efd,3e8f,0,0,0,0
683,683,0,000014e0,000014b8,0,0,41ada4cc4229930c,c1a0e3d8c2abffc6,1,1,c3818000,c31c0000,1,1,3ef1,3e7f,0,0,0,0
684,684,0,000014e8,000014c0,0,0,c0520c803f827d40,428dbb2a425a1e04,1,1,c3878000,43200000,1,1,3fe5,3f6e,0,0,0,0
685,685,0,000014f0,000014c8,0,0,c21b0898c1f189b0,41b49414c23f5df0,1,1,c1d80000,439b0000,1,1,011c,00a4,0,0,0,0
686,686,0,000014f8,000014d0,0,0,408f78b0c20554f0,421c6808c1b85294,1,1,438e0000,433a0000,1,1,01ae,0136,0,0,0,0
687,687,0,00001500,000014d8,0,0,4126e740c280168f,c1869b00c2714ebe,1,1,43d70000,c2e40000,1,1,012a,00b7,0,0,0,0
688,688,0,00001508,000014e0,0,0,427f079cc2008d16,42aaf09e42e06141,1,1,43950000,c3b88000,1,1,3ff1,3f82,0,0,0,0
689,689,0,00001510,000014e8,0,0,42cbbcdac1e6a684,41e3d998c22c2bb8,1,1,c1700000,c3c08000,1,1,3ef9,3e87,0,0,0,0
690,690,0,00001518,000014f0,0,0,411b9fb041e66098,c2280ca641883658,1,1,c3838000,c3120000,1,1,3ef9,3e8a,0,0,0,0
691,691,0,00001520,000014f8,0,0,c03e0a20c23c799c,c2ab944fc226fa46,1,1,c3838000,43240000,1,1,3ff3,3f7e,0,0,0,0
692,692,0,00001528,00001500,0,0,c26912f2c0da4510,c153e690421a48c6,1,1,c1500000,439b0000,1,1,0126,00ad,0,0,0,0
693,693,0,00001530,00001508,0,0,425d93fcc016e280,41ded928c18cfbd4,1,1,43930000,43370000,1,1,01ad,0138,0,0,0,0
694,694,0,00001538,00001510,0,0,c10499b8c1ccf338,c1a8524841065360,1,1,43d68000,c2fc0000,1,1,011f,00a7,0,0,0,0
695,695,0,00001540,00001518,0,0,c299d707423f029a,c2543dc8c2a2dbf7,1,1,438f8000,c3bc8000,1,1,3fed,3f77,0,0,0,0
696,696,0,00001548,00001520,0,0,413a3c30424caf3a,c1cffa34414fd1d8,1,1,c1980000,c3bb0000,1,1,3ef7,3e84,0,0,0,0
697,697,0,00001550,00001528,0,0,41c7059041be3610,c2473536c211c148,1,1,c3848000,c3020000,1,1,3efc,3e8b,0,0,0,0
698,698,0,00001558,00001530,0,0,c2ecf1d0c23c31b6,c14c18304285c099,1,1,c3820000,432d0000,1,1,3ffa,3f89,0,0,0,0
699,699,0,00001560,00001538,0,0,c1794b3841755e68,4256630cc0b87b70,1,1,c0c00000,439c0000,1,1,012e,00b9,0,0,0,0
700,700,0,00001568,00001540,0,0,42252072418130f0,427442f0c10a1a90,1,1,43970000,43270000,1,1,01af,0139,0,0,0,0
701,701,0,00001570,00001548,0,0,c12e076042245298,bf87fc40c0a7b240,1,1,43d78000,c3090000,1,1,0117,00a2,0,0,0,0
702,702,0,00001578,00001550,0,0,428cc3ea41abf168,4204df3640c18e00,1,1,438b8000,c3be0000,1,1,3fdf,3f6e,0,0,0,0
703,703,0,00001580,00001558,0,0,421f2a5241cedd10,c22ae9f4416004f8,1,1,c2040000,c3ba8000,1,1,3eed,3e7f,0,0,0,0
704,704,0,00001588,00001560,0,0,c073c1c0c147a4b0,426b014c4229a822,1,1,c3898000,c2ee0000,1,1,3f04,3e91,0,0,0,0
705,705,0,00001590,00001568,0,0,3f808c804299c937,c1e9ecc0c237b8a8,1,1,c37c0000,43390000,1,1,0006,3f92,0,0,0,0
706,706,0,00001598,00001570,0,0,c1bccbd0c1df5810,c1dc1acc41ee8bd8,1,1,40c00000,439c8000,1,1,0138,00c1,0,0,0,0
707,707,0,000015a0,00001578,0,0,c1046fc8c29ee5cd,c092c52041e267b0,1,1,439c0000,43220000,1,1,01ac,0136,0,0,0,0
708,708,0,000015a8,00001580,0,0,c21e6f8ec14b1518,42123b624272e236,1,1,43d60000,c3120000,1,1,010e,0099,0,0,0,0
709,709,0,000015b0,00001588,0,0,428d42a9c19f25c8,42c42ea0c29bc8d4,1,1,43870000,c3c08000,1,1,3fd5,3f5d,0,0,0,0
710,710,0,000015b8,00001590,0,0,c0702ee04187238c,c21911d6429a181e,1,1,c22c0000,c3b78000,1,1,3ee9,3e7b,0,0,0,0
711,711,0,000015c0,00001598,0,0,c24bf8d44230d428,c21b8560424b7e78,1,1,c38b8000,c2dc0000,1,1,3f08,3e90,0,0,0,0
712,712,0,000015c8,000015a0,0,0,c22e88b2417586a8,c2052d0641bc8154,1,1,c3780000,43410000,1,1,0013,3f9a,0,0,0,0
713,713,0,000015d0,000015a8,0,0,c2223772c12b6e58,c209a7eec0fe4530,1,1,41980000,439b0000,1,1,013e,00c4,0,0,0,0
714,714,0,000015d8,000015b0,0,0,422e2c804195a0b8,4158f840c275a9b6,1,1,439f0000,43190000,1,1,01a8,0135,0,0,0,0
715,715,0,000015e0,000015b8,0,0,c1877c0c4238ed42,40dd49d041ecdbac,1,1,43d40000,c3230000,1,1,0104,0090,0,0,0,0
716,716,0,000015e8,000015c0,0,0,4277dd7ac1566c98,c26ed3a84299b64b,1,1,43820000,c3c28000,1,1,3fc7,3f55,0,0,0,0
717,717,0,000015f0,000015c8,0,0,c2669bfa419459c4,41b3026cc0f0b0a0,1,1,c2640000,c3b80000,1,1,3eea,3e77,0,0,0,0
718,718,0,000015f8,000015d0,0,0,c1b7bedcc18b8010,c183f468c1acf170,1,1,c38b0000,c2cc0000,1,1,3f0b,3e9b,0,0,0,0
719,719,0,00001600,000015d8,0,0,423c7e4a410c81b8,c2098db64220f462,1,1,c3750000,43440000,1,1,001c,3fa6,0,0,0,0
720,720,0,00001608,000015e0,0,0,41ae759840adc5c0,c0c5a300c134b400,1,1,41e00000,439a8000,1,1,0148,00d0,0,0,0,0
721,721,0,00001610,000015e8,0,0,4203f8b8428dcad2,c0666cc041685d20,1,1,43a40000,43100000,1,1,01ab,0132,0,0,0,0
722,722,0,00001618,000015f0,0,0,40dc1c7042204efc,c2824207c11e23b0,1,1,43d58000,c32b0000,1,1,00f7,0085,0,0,0,0
723,723,0,00001620,000015f8,0,0,c105fec8bfc83240,c0dc0da0c1fe2fb8,1,1,43770000,c3c48000,1,1,3fba,3f4b,0,0,0,0
724,724,0,00001628,00001600,0,0,41a98b94420572c0,c20e32284174d640,1,1,c28c0000,c3b28000,1,1,3ee2,3e73,0,0,0,0
725,725,0,00001630,00001608,0,0,c2a9f44e40c55960,c19a797440f00cb0,1,1,c38f0000,c2b40000,1,1,3f0f,3ea3,0,0,0,0
726,726,0,00001638,00001610,0,0,41c2581cc28f2743,c23e685e400a67a0,1,1,c3710000,43500000,1,1,0027,3fb2,0,0,0,0
727,727,0,00001640,00001618,0,0,c2370f02429b0f74,427acc72420fd876,1,1,421c0000,43990000,1,1,014b,00d6,0,0,0,0
728,728,0,00001648,00001620,0,0,42641964418aa4c8,c1aae244c1dee9d4,1,1,43a58000,43050000,1,1,01a7,0131,0,0,0,0
729,729,0,00001650,00001628,0,0,3fe99040c2016b2e,c217cd0ec2734926,1,1,43d38000,c3350000,1,1,00f2,007b,0,0,0,0
730,730,0,00001658,00001630,0,0,40904180c1df8518,41aade8841784e10,1,1,43720000,c3c68000,1,1,3fb4,3f3e,0,0,0,0
731,731,0,00001660,00001638,0,0,c29edeb2421e5dfa,3df21c00c145d758,1,1,c2980000,c3ae8000,1,1,3ee0,3e70,0,0,0,0
732,732,0,00001668,00001640,0,0,c09052c04219b2d2,c1289bf0c18670a0,1,1,c3900000,c29c0000,1,1,3f18,3ea8,0,0,0,0
733,733,0,00001670,00001648,0,0,413cfae8c12f8e18,c198ec44c1f38284,1,1,c3680000,43560000,1,1,0032,3fbf,0,0,0,0
734,734,0,00001678,00001650,0,0,42d2f30e41bee3fc,c0722940c2ac03a9,1,1,42480000,43988000,1,1,0155,00de,0,0,0,0
735,735,0,00001680,00001658,0,0,c1f12458c1df626c,41f52fcc416f5fb8,1,1,43aa8000,42f60000,1,1,01a3,012b,0,0,0,0
736,736,0,00001688,00001660,0,0,41d12b24c1800cf8,c20e5f944127aad8,1,1,43d18000,c3420000,1,1,00e5,0077,0,0,0,0
737,737,0,00001690,00001668,0,0,c02af060c291d94a,429935543ee3d300,1,1,43650000,c3c80000,1,1,3fa8,3f3a,0,0,0,0
738,738,0,00001698,00001670,0,0,c1ec08204144bab8,c1061ef842793158,1,1,c2b00000,c3ac0000,1,1,3edd,3e6d,0,0,0,0
739,739,0,000016a0,00001678,0,0,41827480c1225678,c1f633b04250969c,1,1,c3918000,c2820000,1,1,3f1e,3ead,0,0,0,0
740,740,0,000016a8,00001680,0,0,429432604139aae8,bf4bfa0041b9e7d8,1,1,c3620000,435e0000,1,1,003d,3fc4,0,0,0,0
741,741,0,000016b0,00001688,0,0,c285197bc13dab68,425156d4c15efcf8,1,1,42740000,43958000,1,1,015c,00e6,0,0,0,0
742,742,0,000016b8,00001690,0,0,c1f11130c1bdb504,42729f4c42110de0,1,1,43ae0000,42ee0000,1,1,01a5,012e,0,0,0,0
743,743,0,000016c0,00001698,0,0,c1ceba58c1418ec8,c14217c842450b26,1,1,43d28000,c3460000,1,1,00df,0068,0,0,0,0
744,744,0,000016c8,000016a0,0,0,c1532b10c02c4260,42367ed2c185ef94,1,1,435f0000,c3c98000,1,1,3fa0,3f30,0,0,0,0
745,745,0,000016d0,000016a8,0,0,c30affd2c0d4a7f0,41eeb9cc4287b44a,1,1,c2c00000,c3a98000,1,1,3edd,3e66,0,0,0,0
746,746,0,000016d8,000016b0,0,0,c0f2bbf04269308c,c1e939a842aec089,1,1,c3918000,c2700000,1,1,3f24,3eb1,0,0,0,0
747,747,0,000016e0,000016b8,0,0,bff1c680c141c6f0,423d5baec282ad44,1,1,c35c0000,43660000,1,1,0043,3fd1,0,0,0,0
748,748,0,000016e8,000016c0,0,0,42d1b60f407009c0,41a886bcc28819cf,1,1,42860000,43970000,1,1,0165,00ef,0,0,0,0
749,749,0,000016f0,000016c8,0,0,c2267e20c1a78edc,422afc003faa4d00,1,1,43b28000,42d00000,1,1,019f,012d,0,0,0,0
750,750,0,000016f8,000016d0,0,0,c1c16154c0731320,c1e0923042020b52,1,1,43cf8000,c3500000,1,1,00d1,0060,0,0,0,0
751,751,0,00001700,000016d8,0,0,bfe79180c23655ce,c0dbc370c1444950,1,1,43510000,c3cd0000,1,1,3f98,3f21,0,0,0,0
752,752,0,00001708,000016e0,0,0,c24e7d8c423b488c,417800c04141b110,1,1,c2d00000,c3a78000,1,1,3edd,3e66,0,0,0,0
753,753,0,00001710,000016e8,0,0,42192a52c1942180,41db2fd041b5a79c,1,1,c3918000,c23c0000,1,1,3f2a,3eba,0,0,0,0
754,754,0,00001718,000016f0,0,0,400114e040701b00,c211f85ec14bef98,1,1,c3560000,436f0000,1,1,004f,3fdd,0,0,0,0
755,755,0,00001720,000016f8,0,0,413480b841548488,c2e601c83fc623c0,1,1,429e0000,43968000,1,1,0169,00f4,0,0,0,0
756,756,0,00001728,00001700,0,0,c1e895183f8f0e00,424054cec224afee,1,1,43b48000,42c00000,1,1,01a0,0129,0,0,0,0
757,757,0,00001730,00001708,0,0,41b38e30c101e4e8,42f235dc40944120,1,1,43d00000,c35f0000,1,1,00c9,0058,0,0,0,0
758,758,0,00001738,00001710,0,0,4252b1e4423b1b00,420727d0c1a6ebcc,1,1,43490000,c3cd0000,1,1,3f8b,3f18,0,0,0,0
759,759,0,00001740,00001718,0,0,426d1b42c2003364,412d6e0841d42894,1,1,c2ea0000,c3a30000,1,1,3ed7,3e69,0,0,0,0
760,760,0,00001748,00001720,0,0,bf6bb4804277bdd4,c253126ec2053900,1,1,c3948000,c20c0000,1,1,3f2e,3ec6,0,0,0,0
761,761,0,00001750,00001728,0,0,40b77be042c1e2a7,41d22da4c2348c72,1,1,c3520000,43740000,1,1,005d,3fe6,0,0,0,0
762,762,0,00001758,00001730,0,0,424ced76c0bfb9d0,42832de5c1980be4,1,1,42ba0000,43948000,1,1,016f,00fb,0,0,0,0
763,763,0,00001760,00001738,0,0,c1a35f6442aacf94,c226bd60c2cba499,1,1,43b78000,42b00000,1,1,019a,0123,0,0,0,0
764,764,0,00001768,00001740,0,0,c13a0d48c1194330,c2b6873cc0be1200,1,1,43cd0000,c3680000,1,1,00c0,004a,0,0,0,0
765,765,0,00001770,00001748,0,0,c244d7ec4210a8a8,c14eb8c841928ddc,1,1,43400000,c3cb8000,1,1,3f7f,3f10,0,0,0,0
766,766,0,00001778,00001750,0,0,413b22784272e538,423f9c7e4093d120,1,1,c3010000,c39d0000,1,1,3ed6,3e64,0,0,0,0
767,767,0,00001780,00001758,0,0,c22d7508bfd4c380,42229d18c24c4e22,1,1,c3950000,c1d00000,1,1,3f3e,3ecc,0,0,0,0
768,768,0,00001788,00001760,0,0,4199c4a8c1b501f4,4230d8a442a99712,1,1,c3420000,437b0000,1,1,0069,3ff5,0,0,0,0
769,769,0,00001790,00001768,0,0,bfe3c680c2477c58,c2d32ac2c1d9bfa4,1,1,42d20000,43918000,1,1,0177,00ff,0,0,0,0
770,770,0,00001798,00001770,0,0,420251104119b760,c2a40dd5c20d0d8e,1,1,43bb8000,42940000,1,1,0198,0120,0,0,0,0
771,771,0,000017a0,00001778,0,0,41b0c98cc21bad3a,c2267274c2926a34,1,1,43cc0000,c3700000,1,1,00b4,003e,0,0,0,0
772,772,0,000017a8,00001780,0,0,c253b30cc07d87a0,42baf72f423670a0,1,1,43340000,c3ce0000,1,1,3f7c,3f05,0,0,0,0
773,773,0,000017b0,00001788,0,0,41fb957440602420,4297563041d118bc,1,1,c3040000,c39a0000,1,1,3ed3,3e62,0,0,0,0
774,774,0,000017b8,00001790,0,0,41526e30410108e0,41c8e58cc186bc44,1,1,c3968000,c1300000,1,1,3f45,3ed2,0,0,0,0
775,775,0,000017c0,00001798,0,0,41b743ac40bf4fd0,42546388c28080b6,1,1,c33b0000,437f0000,1,1,0074,3fff,0,0,0,0
776,776,0,000017c8,000017a0,0,0,42817bb5c16aff18,c2276644c2130d00,1,1,42e80000,43900000,1,1,0179,0106,0,0,0,0
777,777,0,000017d0,000017a8,0,0,410eea18c155dcd0,42a13d34c1db4d10,1,1,43bc8000,42780000,1,1,0195,011e,0,0,0,0
778,778,0,000017d8,000017b0,0,0,40f2ddf0c249bf46,c1ae7ba44294b7df,1,1,43ca8000,c37b0000,1,1,00a5,0036,0,0,0,0
779,779,0,000017e0,000017b8,0,0,425be94841dbd5bc,425981ecc1f7834c,1,1,43250000,c3cf0000,1,1,3f70,3efb,0,0,0,0
780,780,0,000017e8,000017c0,0,0,42665c5ac22590c2,c18efb5c40a82a10,1,1,c3100000,c3970000,1,1,3ed0,3e61,0,0,0,0
781,781,0,000017f0,000017c8,0,0,423bbdba41ebcde4,c1f75738c2b16d38,1,1,c3980000,bf800000,1,1,3f50,3eda,0,0,0,0
782,782,0,000017f8,000017d0,0,0,c1a4f8dc40bd6470,4073e26042642380,1,1,c3300000,43830000,1,1,007d,000b,0,0,0,0
783,783,0,00001800,000017d8,0,0,c198000041700000,c219a9d0c2b4c156,1,1,42fa0000,438f0000,1,1,017e,0108,0,0,0,0
784,784,0,00001808,000017e0,0,0,418a1aa0c113d448,c0b126e0c21baa34,1,1,43bf0000,42580000,1,1,018d,011a,0,0,0,0
785,785,0,00001810,000017e8,0,0,4206c870c2d4b681,c1c23174c00fdb00,1,1,43c68000,c3828000,1,1,009d,002a,0,0,0,0
786,786,0,00001818,000017f0,0,0,42079290412bf9c8,c1ee7850422658ea,1,1,431d0000,c3cf8000,1,1,3f67,3ef4,0,0,0,0
787,787,0,00001820,000017f8,0,0,c227b28ac1969ba4,404ac920c2b677a1,1,1,c3190000,c3930000,1,1,3ed6,3e61,0,0,0,0
788,788,0,00001828,00001800,0,0,422bb11641f0ab00,421c0000c1b80000,1,1,c3950000,41300000,1,1,3f59,3ee6,0,0,0,0
789,789,0,00001830,00001808,0,0,4286dafe42452d98,41a1170cc18344b0,1,1,c3270000,43840000,1,1,008a,0017,0,0,0,0
790,790,0,00001838,00001810,0,0,42ba7c9e413dc3f8,c2a8f98ac1e6aad0,1,1,430a0000,438d0000,1,1,018a,0111,0,0,0,0
791,791,0,00001840,00001818,0,0,c2ad1904426541f2,403ea0a0c15988b0,1,1,43c50000,42280000,1,1,018c,0115,0,0,0,0
792,792,0,00001848,00001820,0,0,c200a25cc139e840,41ded83c41f2f308,1,1,43c60000,c3860000,1,1,0092,001e,0,0,0,0
793,793,0,00001850,00001828,0,0,40dbd860c28a22af,c1cfc5f43f2af780,1,1,43120000,c3cf8000,1,1,3f61,3eec,0,0,0,0
